wav_filename,wav_filesize,transcript
wavs/2035-152373-0014.wav,235278,so slow and patient is the process by which christianity infuses itself into the social life of a converted people
wavs/2078-142845-0048.wav,70478,seventeen thirty four
wavs/2277-149896-0028.wav,92878,he put on his hat and looked around for his umbrella
wavs/1462-170142-0013.wav,124878,it hasnt always made you miserable has it
wavs/7976-110124-0019.wav,87918,i promise you i will do you no harm
wavs/3081-166546-0027.wav,127278,however a little later we had a comfortable chat
wavs/777-126732-0056.wav,296398,the light thrown down by the shade fell dazzlingly on the white pillow sunk by the weight of her head reposing with closed eyes and dark hair done up in several plaits for the night
wavs/2412-153948-0013.wav,273358,i had no money but if i could only find workable country i might stock it with borrowed capital and consider myself a made man
wavs/652-129742-0008.wav,109838,poor meonas over all chill and serve
wavs/1919-142785-0011.wav,448078,some springs are so highly impregnated with salt as to have received the name of brine springs and are supposed to have become so by passing through the salt rocks below ground and thus dissolving a portion of this mineral substance
wavs/1272-141231-0017.wav,119598,he asked the handler who was kneading his aching muscles
wavs/2803-161169-0012.wav,505198,these forests were of trees different in some ways from those we now great ferns as tall as his house and moses as high as little trees and tom leaves of enormous size
wavs/3081-166546-0036.wav,87758,its a case in a thousand gryce
wavs/777-126732-0035.wav,178798,his vision of truth had grown so intense that the sound of a strange voice failed to rout it this time
wavs/2428-83705-0029.wav,186638,i notice that they are generally persons who have already tendered their offerings
wavs/7850-286674-0005.wav,246478,they did not breathe it into their mouths or through gills but took it in through some openings in the back part of their bodies
wavs/3752-4944-0027.wav,364558,before the two clergymen had got half way down the steep path that led from the commondan'shouse to the flat on which the cottages of the doctor and chaplain were built bacawane rejoined them
wavs/5694-64038-0002.wav,280718,we passed around atlanta crossed the chattahoochee and traveled back over the same route on which we had made the arduous campaign under joe johnson
wavs/1462-170138-0026.wav,76398,i am glad shes held her own since
wavs/2803-154320-0005.wav,152718,his eyes wandered sesously over the blank horizon
wavs/2035-152373-0009.wav,554318,the saxons of kent and the southern kingdoms generally were converted by missionaries from france or rome or native preachers of the first or second christian generation those of northumbria recognise as there are postlessaintaidinandsaint cuthbert two fathers from iona
wavs/2803-154328-0016.wav,69838,what could be the object
wavs/5536-43358-0009.wav,258158,when he returned to the camp he must remain at a distance until he had again entered the vapor bath and prepared himself or in a course with his fellows
wavs/1919-142785-0028.wav,165198,boil them before they are put into the soup or other dish they may be intended for
wavs/2035-147960-0011.wav,140238,we decided that antony i should write do at home and i would walk
wavs/1993-147149-0000.wav,214958,how infinite the wealth of love and hope garnered in these same tiny treasure houses and oh
wavs/2277-149896-0031.wav,115598,he would go in and see anyhow he would have no row
wavs/1673-143396-0007.wav,227118,but the prevailing doctrine of the eternity and inherent pravity of matter infected the primitive churches of the east
wavs/1462-170142-0019.wav,327918,at that word deception spoken with such self contempt the color flashed back into hildas face as suddenly as if she had been struck by a wooblash
wavs/5338-284437-0032.wav,296878,we do not hate you as you say the blueskins do nor are we savage or cruel but we do not want you here and im really puzzled what to do with you
wavs/652-130726-0031.wav,183918,the hofbrowl however is less distinctively german as the greater number of its patrons are americans
wavs/2277-149897-0004.wav,183598,he was getting some vague comfort out of a good sugar but it was no penacefor the ill which affected him
wavs/2078-142845-0023.wav,56078,hot rolls
wavs/6295-244435-0035.wav,102318,bill skellanis gang them mountaineers are up
wavs/652-130737-0009.wav,151758,lucurymacristy  still wine of excellent flavor and boqe
wavs/3752-4943-0025.wav,167918,coroklang jumped for the jetty missed his footing and fell under the arms of the chaplain
wavs/6319-64726-0016.wav,282798,meanwhile all the rest of the people in the castle had been wakened at the same moment as the princess and they were now extremely hungry
wavs/8297-275155-0014.wav,270158,you shall hear how my divorced daughter and my poor little grandchild were treated at sandyseal after you left us
wavs/3576-138058-0038.wav,308878,the regents lady ordered one of her servants to give the eighty crowns that had been assessed as her share at once for the captains had already paid down their sixty
wavs/2412-153948-0007.wav,299918,they were a good many sheep which i knew as two or three black ewes and a black lamb or two and several others which had some distinguishing mark whereby i could tell them
wavs/8842-302196-0010.wav,266798,throughout the vitonwae there is a strain like the first falling murmur which reaches the ear in some remote metoand prepares us to look upon the sea
wavs/6313-66125-0004.wav,104398,and that tulleseenogthtoknotthesense out of a full grown man
wavs/3081-166546-0028.wav,127438,it was one which gave me a small triumph over george
wavs/1988-148538-0003.wav,178638,this is more especially the case amongst those free nations which form democratic communities
wavs/3000-15664-0029.wav,183438,then fell the gloaming making everything still more forbidding and mysterious
wavs/2412-153948-0004.wav,725838,sheepencattlewere introduced and bred with extreme rapidity men took up their fifty thousand or one hundred thousand acres of country going inland one behind the other till in a few years there was not an acre between the sea and the front ranges which was not taken up and stations either for sheep or cattle were spotted about at intervals of some twenty or thirty miles over the whole country
wavs/3081-166546-0020.wav,170958,he wants me to stand ready to obey any summons the police may send me
wavs/1673-143396-0006.wav,509518,nor could it seem strange or incredible that the first of these aeons the logos or word of god of the same substance with the father should descend upon earth to deliver the human race from vice and error and to conduct them in the paths of life and immortality
wavs/1272-141231-0015.wav,181838,the his silence line and still wondering brion was once more asleep
wavs/5694-64025-0007.wav,125358,thats right my brave first tennessee give em hail columbia
wavs/3536-23268-0006.wav,169678,yes indeed and i believe it is right that i should keep my first promise is it not
wavs/1272-135031-0005.wav,148078,i beg rugenell long ago to send him away but he would not do so
wavs/7976-110124-0022.wav,128718,when she returned his hand was sticking through the whole endure
wavs/8297-275154-0010.wav,243598,whatever reviving effect it might otherwise have produced on him it made no change in the threatening gloom of his manner
wavs/84-121123-0026.wav,446158,dave said villefort be so kind of a sea to as to accompany this gentleman here is the key of the door so that you can go in and out as you please you will bring the priest with you and will oblige me by introducing him into my childs room do you wish to see him
wavs/5694-64025-0022.wav,247438,the rope however was stronger than the mules no and he was finally prevailed upon by the strength of the rope to cross the creek
wavs/422-122949-0029.wav,93358,only name it whatever i have i offer thee
wavs/3000-15664-0019.wav,563918,most of the drainage of the glacier vanishes at once in the porous rocks to appearance springs in the distant valley and it is only in time of flood that the channel carries much water then there are several fine falls in the gorge six hundred feet or more in height
wavs/7976-105575-0029.wav,377358,a week after the battle my brother rode by there on a cavalry expedition and made the horrible discovery that hogs were eating up the bodies of our dead heroes that too was war
wavs/1919-142785-0060.wav,237038,continue in this manner till the border is completed arranging the ciits pale and a dark one alternately
wavs/2412-153948-0010.wav,93358,the country was the grandest that can be imagined
wavs/7850-286674-0008.wav,88078,our upper lips are so small they old manner
wavs/3000-15664-0038.wav,505038,a spleniumitbelobionwhochera hazel dogwood and alder make a luxurious fringe and setting and the forests of duglhessbruce along the banks are the finest i have ever seen in this year
wavs/2078-142845-0046.wav,171438,it is not cultivated in england being principally confined to the east
wavs/2086-149220-0040.wav,214478,oh rejoined it to garetypest because like an old ladys cup of tea it is water bewitched
wavs/84-121550-0011.wav,299438,now helicon must needs pour forth for me and with her choir urania must assist me to put in verse things difficult to think
wavs/174-50561-0016.wav,430638,once more the singer plays and the ladies dance but one by one they fall asleep to the drowsy music and then the singer steps into the ring and unlocks the tower and kisses the upper or daughter
wavs/3081-166546-0072.wav,103438,there was no doubting them in this instance
wavs/1919-142785-0061.wav,557838,mode cut up the onion and carrot into small rings and put them into a stewpan with the herbs mushrooms bay leaf cloves and mace add the butter and simmer the whole very gently over a slow fire until the onion is quite tender
wavs/1993-147966-0005.wav,107118,they began to laugh boisterously when they saw me calling
wavs/5536-43363-0019.wav,232078,there was a well known to war prophet who lived in the middle of the last century so that he is still remembered by the old mine is banned
wavs/2412-153954-0003.wav,260878,the vine grew outside many of the houses and there were some with sign boards on which was painted a bottle and a glass that made me feel much at home
wavs/8297-275154-0015.wav,103118,i am alone do you hear that alone
wavs/1993-147964-0009.wav,287118,from under the lining he now produced a collection of brilliantly colored paper figures several inches high and stiff enough to stand alone
wavs/422-122949-0035.wav,150318,and to those of a company that robish and cheerful vice politeness
wavs/1462-170142-0031.wav,154478,she listened intently but she heard nothing but the creaking of his chair
wavs/6345-93306-0002.wav,164238,then there was silence then a sigh and the sound of light moving feet on the gravel
wavs/251-118436-0023.wav,88718,send my soul clean to asura
wavs/2412-153947-0011.wav,324238,i attribute its unlooked for success mainly to two early favourable reviews the first in the palmalgasatte of apriltwelfh and the second in the spectator of april twentieth
wavs/777-126732-0032.wav,187278,his scared eyes blaze of indignation it would hurt terribly his mouth dropped open
wavs/2277-149897-0010.wav,116078,he was beaten for to night and he might just as well make the best of it
wavs/1272-141231-0020.wav,138318,just thrust and parry and victory to the stronger
wavs/8297-275154-0014.wav,578798,you dont know what it is to be used to seeing a pretty creature always nicely dressed always about the room thinking so much of you and so little of herself and then to be left alone as i am left out in the dark
wavs/7976-110523-0010.wav,347598,hansel thought the roof tasted very nice and so he tore off a great peace wallerethldbroke a large round pane out of the window and sat down quite contentedly
wavs/6345-93302-0016.wav,215118,but opinion would he form of the purity of her mind the innocence of her soul if an incident like this failed to shock her deeply
wavs/3536-8226-0007.wav,74798,of course it aint said missus bozzle
wavs/1919-142785-0056.wav,67278,fried bread crumbs
wavs/5536-43358-0003.wav,193358,none might exhort or confess or in any way meddle with the religious experience of another
wavs/6313-76958-0005.wav,185998,walter had got out with a second guard and the others had gathered around the camp fire for their nightly story telling
wavs/1272-135031-0002.wav,367278,i have remained the prisoner only because i wished to be one and with this he stepped forward and burst the stout chains as easily as if they had been threads
wavs/2078-142845-0044.wav,74478,italian rusks
wavs/1988-147956-0028.wav,188238,when i came up he touched my shoulder and looked searchingly down into my face for several seconds
wavs/6241-66616-0014.wav,278318,at last so daring did he become that the provincial government placed a price upon his head and upon those of a number of his most notorious followers
wavs/6313-66125-0026.wav,72718,sure thing answered the boy
wavs/3000-15664-0010.wav,497518,every crystal dances responsive to the touches of the sun and the currents of sap in the growing cells of all the vegetation are ever in a vital whirl and rush and though many feet and wings are folded how many are astir
wavs/777-126732-0079.wav,321358,the other day steve got hold of one and there was a story in it of a german soldier officer tearing half off the ear of a recruit and nothing was done to him for it the brute
wavs/84-121550-0028.wav,244558,ye keep your watch in the eternal day so that nor night nor sleep can steal from you one step the ages make upon their path
wavs/5338-284437-0018.wav,254798,even in america everbody bows load our president an the blueskins are so fraid o their boolooroo that they tremble whenever they go near him
wavs/3000-15664-0018.wav,180878,the long gray slopes leading up to the glacier seem remarkably smooth and unbroken
wavs/3081-166546-0067.wav,254638,it has not been running since last night or it would be full of curious people all the time hustling to get a glimpse of this place
wavs/5536-43363-0011.wav,66958,this was carried out to the letter
wavs/1993-147964-0003.wav,149998,she cut squares of cotton cloth and we sewed them together into a book
wavs/1919-142785-0049.wav,506798,it will be well to state in the beginning of this recipe that french forcemeat or canals consist of the blending of three separate processes namely panada udder and whatever meat you intend using panada 
wavs/7850-286674-0004.wav,256718,you would think that with six legs apiece and three joints in each leg they might walk quite fast yet they never did
wavs/6313-66129-0007.wav,78638,i am afraid to admit that i am hungry too
wavs/422-122949-0032.wav,427598,probably but fortunately nothing for my own teeth perhaps it betrays the species to which i belong but not to myself as it is sufficiently agreeable to me but what has happened to you
wavs/652-130726-0025.wav,84238,put in the oven and brown to a golden color
wavs/6319-57405-0012.wav,270158,when at last they reached the plain they found themselves at the head of a noble company of human beings all eager to serve them
wavs/5694-64038-0024.wav,112718,a regiment was sent to the attack it was jims regiment
wavs/7976-105575-0027.wav,213678,it required months and great events to make grant the hero of the army which he afterward became
wavs/2277-149897-0009.wav,119278,the boy hastened away and the manager fell to his musings
wavs/174-50561-0012.wav,66318,the wandering singer
wavs/8297-275154-0011.wav,152398,he put down the empty glass taking no notice of his brothers question
wavs/2086-149220-0024.wav,121838,there is a wonderful insight in heavens broad and simple sunshine
wavs/3170-137482-0006.wav,228718,we did the same with physicians whom we often sent half dressed to some nobleman who was enjoying excellent health
wavs/2035-147960-0003.wav,186958,there had been another black frost the night before and the air was clear and heady as wine
wavs/3000-15664-0033.wav,715918,they are broad rugged crevassed cloudlike masses of down grinding ice pouring forth streams of muddy water as measures of the work they are doing in sculpturing the rocks beneath them very unlike the long majestic glaciers of alaska that riverlike go winding down the valleys through the forests to the sea
wavs/1673-143397-0013.wav,213678,by the vigilance of memnon the churches were shut against them and a strong garrison was thrown to the cathedral
wavs/3536-23268-0000.wav,636558,sir edward not wholly discouraged by the denial with which dooraforth had with delicacy acquainted him still hoped for a kind reception and was so often at the house of missus horton that lord fredericks jealousy was excited and the tortures he suffered in consequence convinced him beyond a doubt of the sincerity of his affection
wavs/3752-4943-0014.wav,95758,you can guess what that unhappy boy has suffered
wavs/7976-105575-0006.wav,300878,one daring rebel was shot down and bayoneted clear behind the line of company b where he had broken through to seize the flag of my regiment
wavs/8297-275156-0007.wav,314318,even the chance of successfully confiding her to benydex protection had lost something of its fair promise since randals visit to side them
wavs/6313-66129-0003.wav,174478,we did not it must have come to life some time during the night and dug its way out laughed tad
wavs/1673-143397-0003.wav,357838,this deal of cyril exposed him to the penalties of the julian law but in a feeble government and a superstitious age he was secure of impunity and even of praise
wavs/1462-170138-0010.wav,275758,which she began to dance by way of showing the gossoons which she had seen in the fairy rings at night the house broke into a prolonged up for
wavs/3536-8226-0014.wav,72718,but as for this here child b
wavs/2086-149220-0032.wav,120398,and yet if you could only see the benign smile of the original
wavs/2428-83705-0005.wav,136558,for instance look at their behaviour in the matter of the ring
wavs/7976-105575-0022.wav,172238,a perfect blaze of close range musketry too mowed them down like grass
wavs/84-121550-0029.wav,268398,therefore my answer is with greater care that he may hear me who is weeping yonder so that the sin and dole be of one measure
wavs/1462-170142-0039.wav,150958,you see loving some one as i love you makes the whole world different
wavs/174-50561-0007.wav,347438,she would not speak though we danced a week with her thoughts a thousand leagues over the water singer singer wandering singer o my honey sweet singer
wavs/84-121123-0027.wav,98318,i only wish to be alone you will excuse me will you not
wavs/2035-147961-0010.wav,93198,he seemed to be cursing people would round him
wavs/2428-83705-0037.wav,299758,i cannot pretend to explain why except on the supposition that romance is dead at least in that circle of society in which the snellings move
wavs/6319-275224-0011.wav,586158,making a sort of eddying circuit round the garden he knocked over the convolvulus pole tore the strips from the stick that held up the white lily loosed all the carnation flowers from their fastenings broke the rose tree down and levelled the sweet peas to the ground
wavs/5694-64029-0010.wav,123438,he divined my motive and fired the ball missed its aim
wavs/2277-149874-0006.wav,87918,the walls of the rooms were discordantly papered
wavs/5536-43363-0015.wav,151758,five years later he repeated the service and again saved his people from awful slaughter
wavs/2277-149896-0033.wav,91118,then he rang the bell no answer
wavs/6319-57405-0009.wav,493838,go on down the mountain said mercury and as you go cast the bones of your mother over your shoulders behind you and with these words he leaped into the air and was seen no more
wavs/3853-163249-0021.wav,144078,i knew you would go i saw you getting ready and i made up my mind to follow
wavs/5536-43358-0012.wav,108398,in this type of prayer there was no beseeching of favor or help
wavs/2277-149874-0020.wav,236238,it gave an imposing appearance to most of the wholesale houses whose offices were upon the ground floor and in plain view of the street
wavs/2078-142845-0019.wav,301038,some of the preparations of maize flour are very good and when partaken in moderation suitable food for almost everybody
wavs/3752-4944-0043.wav,105678,ill teach my prisoners to attempt suicide
wavs/2086-149220-0013.wav,562318,so wise as well as antique was their aspect as to give color to the idea not merely that they were the descendants of a time honored race but that they had existed in their individual capacity ever since the house of the seven gables was founded and were somehow mixed up with its destiny
wavs/2277-149874-0017.wav,107598,a shop girl was the destiny prefigured for the newcomer
wavs/6345-64257-0005.wav,245358,she was one of a large company at a house where she had never been before a beautiful house with a large garden behind
wavs/652-130737-0013.wav,149518,claret eighteen ninety eight and nineteen o four
wavs/3752-4944-0011.wav,108720,the devil he is i heard something about it too
wavs/2078-142845-0033.wav,364398,he says that by cutting through four or five slices at a time all the butter is squeezed out of the upper ones while the bottom one is swimming in fat liquid
wavs/5895-34629-0004.wav,82958,it might have been ordered for the green box
wavs/5338-24615-0001.wav,243438,the houses seemed miserable in the extreme especially to an eye accustomed to the smiling neatness of english cottages
wavs/3536-8226-0032.wav,133198,and he did go away leaving bozzle standing in the middle of stony walk
wavs/2803-154328-0011.wav,211118,the jailer may forget that he is on guard the prisoner never forgets that he is guarded
wavs/2412-153947-0002.wav,211118,on my return i purposely avoided looking into it until i had sent back my last revises to the printer
wavs/1462-170145-0020.wav,68878,yes i know very well
wavs/6295-244435-0015.wav,71598,colonel kenton writes wisely
wavs/3000-15664-0007.wav,222958,thus one saunters on and on in the glorious radiance in utter peace and forgetfulness of time
wavs/6319-64726-0009.wav,327758,scarcely had he come to the wood when all the trees and thorns which had made such an impenetrable thicket opened on one side and the other to offer in the path
wavs/777-126732-0061.wav,146158,the prospect was as black as the window pane against which he was leaning his forehead
wavs/3576-138058-0011.wav,361038,he trembled with fear and made for another tree where the very same thing had happened to him and he fell a shouting calling upon don guilty to come and protect him
wavs/652-130726-0012.wav,185678,in either of these restaurants you will be served with the best the market affords cooked the right way
wavs/6345-93302-0002.wav,241678,you see that she knew exactly how a tryst is conducted in the pages of the standard poets and of the cheaper weekly journals
wavs/2078-142845-0027.wav,279438,never use new bread for making any kind of toast as it eats heavy and besides is very extravagant
wavs/3853-163249-0011.wav,72398,i shall wait for time to show
wavs/3170-137482-0010.wav,320398,yet there are a few private rooms which contain a table surrounded with benches in which a respectable family or a few friends can enjoy themselves in a decent way
wavs/3752-4944-0069.wav,326798,in the midst of his arguments he found himself at the cupboard with the bottle at his lips in an attitude that was at once ludicrous and horrible
wavs/1462-170145-0013.wav,153678,and i she whispered i felt that you were feeling that
wavs/7850-281318-0007.wav,137998,and she saw all the other birds hopping about and twittering helplessly
wavs/3536-23268-0012.wav,232238,it was not from any real cause of grief that she wept but there was a magnetic quality in tears which always attracted hers
wavs/7976-110523-0013.wav,298318,then she took up hansel with her rough hand and shut him up in a little cage with a lattice door and although he screamed loudly it was of no use
wavs/174-84280-0005.wav,275598,for a time the death of mary obscured her life for me but now her living presence is more in my mind again
wavs/1993-147149-0017.wav,121038,oh jem dont give way so i cannot bear to see you
wavs/1919-142785-0045.wav,195598,if it should be in an unsound state it must be on no account made use of
wavs/422-122949-0024.wav,311758,a mans estimates of value betray something of the structure of his soul and wherein it sees its conditions of life its intrinsic needs
wavs/2078-142845-0005.wav,1004078,next take either a large tablespoonful of buses which has been rendered solid by mixing it with plenty of cold water and letting it afterwards stand a settled for a day and night or nearly an ounce of german yeast put it into a large basin and proceed to mix it so that it shall be as smooth as cream with three quarters pint of warm milk and water or with water only though even a very little milk will much improve the bread
wavs/2086-149220-0028.wav,91438,devymerlyglanced at it and gave it back
wavs/3752-4944-0002.wav,103278,and the valley of the shadow of death he is with us
wavs/777-126732-0052.wav,158478,mister verloc perceived with some surprise that he did not know really what to say to stevie
wavs/7850-73752-0008.wav,339598,four and twenty hours ago and he deemed himself the most miserable and forlorn of human beings and now all the blessings of the world seemed showered at his feet
wavs/7850-281318-0005.wav,72718,she was indeed a clever bird
wavs/2078-142845-0007.wav,663758,then place the pan on a strong chair or dresser or table of convenient height pour into the sponge the remainder of the warm milk and water stir into it as much of the flowers you can with the spoon then wipe it out clean with your fingers and lay it aside
wavs/6345-93306-0005.wav,144558,there is a seat in the garden at the side of the house again she hesitated
wavs/5536-43359-0016.wav,193678,love between man and woman is founded on the mating instinct and is not free from desire and self seeking
wavs/2277-149874-0007.wav,140878,the floors were covered with matting and the hall laid with a thin rag carpet
wavs/5694-64038-0004.wav,306638,we saw the united states flag flying from the ramparts and thought the yank would probably be asleep or catching lice or maybe engaged in a game of seven up
wavs/3752-4944-0000.wav,106798,captain frere says that the scenery is delightful
wavs/6295-244435-0010.wav,322958,the progress of president davis to the new capital set in the very face of the foe was to be one huge triumph of faith and loyalty
wavs/7850-286674-0011.wav,292878,but sometimes he straightens the joint and holds his lip out before him and then its pincers catch hold of things he does this when he is hungry
wavs/5338-284437-0026.wav,509678,after my death the pink marble statue of me will be set up in the grand court with the statues of the other kings and queens who have ruled this land and all the pinkies in ages to come will then honor me as having been a just and upright queen that is my reward
wavs/3170-137482-0030.wav,204078,what extraordinary things will sometimes occur from mere chance or from the force of circumstances
wavs/6295-64301-0029.wav,368238,in the act of recovering himself he heard the neck of his instrument part from the body with a tearing discordant cry like the sound of the ruin of a living world
wavs/777-126732-0023.wav,224718,the famous terrorist had never in his life raised personally as much as his little figure against the social edifice
wavs/174-50561-0002.wav,68718,but this is a fallacy
wavs/2086-149220-0015.wav,262158,they have known me much longer but never honor me with any familiarity though hardly a day passes without my bringing them food
wavs/2412-153947-0016.wav,165998,this however may not be for the copyright will probably expire in a little over twelve years
wavs/2803-154328-0023.wav,210958,my child my child murmured lady helena the savages did not kill you
wavs/2428-83699-0010.wav,99918,i did not expect the princely entertainment
wavs/7850-73752-0004.wav,123758,ferdinand felt his freedom as well as his happiness
wavs/422-122949-0009.wav,779758,or he would even say for many reasons i can delight in the good opinion of others perhaps because i love and one and rejoice in all their joys perhaps also because their good opinion endorses and strengthens my belief in my own good opinion perhaps because the good opinion of others even in cases where i do not share it is useful to me or gives promise of usefulness all this however is not vanity
wavs/1272-128104-0006.wav,180558,on the general principles of art mister quilter writes with equal lucidity
wavs/7976-110124-0005.wav,166798,let me enter i pray you to pass the night under your roof
wavs/3752-4944-0012.wav,177518,yes one oughtnt to leave the colony without seeing it says burgess its worth seeing
wavs/1988-147956-0023.wav,132558,antonia pointed up to the sky and questioned me with her glance
wavs/84-121123-0006.wav,179918,for some time nothing was heard in that chamber but sobs exclamations and prayers
wavs/2277-149874-0005.wav,203918,she had some slight gift of observation and that sense so rich in every woman intuition
wavs/8297-275155-0008.wav,103118,she added looking at him suspiciously
wavs/174-168635-0020.wav,147918,alas he walked with no less indecision than cosette
wavs/5536-43359-0009.wav,212718,before this glaminey came upon us she could not find anywhere happier home than that created by the indian woman
wavs/5895-34629-0025.wav,154318,this connisor was suddenly fascinated and had adopted the laughing man
wavs/3536-8226-0016.wav,151758,does one mister samuel bozzle live here asked ravalion
wavs/3752-4944-0036.wav,219278,an impulsive gentleman said meekin to macawane as a sound of mister norths footsteps died away in the distance
wavs/84-121550-0025.wav,314958,dante because virgilius has departed do not weep yet do not weep yet awhile for by another sword thou needst must weep
wavs/2902-9008-0006.wav,587118,to be welcomed into the celestial ranks of the heroic to rise to the immortal gods to the ineffable powers onward upward ever through ages and through eternities till i find my home at last and vanish in the glory of the nameless and the absolute one
wavs/652-130737-0001.wav,199758,with soup and fish serve white wines such as ran wine sudarn or white burgundy
wavs/6345-93302-0023.wav,177038,i didnt think a decent man could do such things she was pulling on her gloves go home and gloat over it all
wavs/3752-4944-0037.wav,82478,bacalwane shook his head seriously
wavs/3536-8226-0023.wav,364720,bozzle away from his own home out on business with his coat buttoned over his breast and his best hat in his hand was aware that he commanded respect and he could carry himself accordingly
wavs/7976-110523-0016.wav,100398,dear good god help us now she prayed
wavs/2035-152373-0012.wav,327438,now every missionary that ever went out from iona had taught that to reduce christians to slavery was wholly inconsistent with a belief in the doctrines of the gospel
wavs/2428-83699-0008.wav,332238,under such circumstances she was hardly likely to be lively herself but her name was madge and it was the accident of her christian name which decided me to go
wavs/1919-142785-0037.wav,95118,forcemeat for cold savoury pies
wavs/3576-138058-0009.wav,463598,don quiotake gave his promise and swore by the life of his thoughts not to touch so much as a hair of his garments and to leave him entirely free and to his own discretion to whip himself whenever he pleased
wavs/5694-64025-0001.wav,139278,this was the first big battle in which our regiment had ever been engaged
wavs/3752-4944-0033.wav,135278,we cant do anything without evidence complain
wavs/251-136532-0020.wav,95278,bring it to the public attention dramatize it
wavs/1462-170138-0007.wav,168238,as they sat down a burst of applause drew alexanders attention to the stage
wavs/6295-64301-0015.wav,233518,her heart seemed to swell up into her throat and it was all she could do to keep from weeping
wavs/2428-83699-0020.wav,156558,when the trap did appear it looked to me uncommonly like an open spring cart
wavs/3853-163249-0050.wav,138798,mister power is waiting are you ready love quite ready
wavs/6313-66129-0034.wav,254798,the devilment when he fraiedhidsleftfootfromastiruphethrew his body sharply to the right reaching for the hat without taking the precaution to grasp the pole
wavs/1988-24833-0002.wav,145838,she doesnt pick them up but just having them in the room sure doesnt give her asthma
wavs/8842-302203-0004.wav,417518,in my hue was such that they looked at each other and thought of death saying under their breath most tenderly o let us comfort him then unto me what dream was thine that it hath shaken thee so much
wavs/7850-281318-0012.wav,136878,and where each bird perched there it was to build its nest
wavs/2035-147960-0008.wav,198798,a faint fetid smell came from him and a thread of green liquid oozed from his crushed head
wavs/1993-147964-0006.wav,111118,i put on my cap and ran out to meet jake
wavs/1462-170142-0032.wav,88718,you want me to say it she whispered
wavs/3752-4944-0008.wav,62158,so he is a friend of yours an
wavs/3536-8226-0026.wav,310478,as he went about his eyes were ever cast downwards and he walked with a quick shuffling gait and he suspected others feeling that he himself was suspected
wavs/1988-147956-0014.wav,69998,ambrosch he make good farmer
wavs/5694-64038-0000.wav,83118,advance into tennessee
wavs/2428-83705-0042.wav,357678,he has given us free passes all the way to the end of our journey and all the way back again and coupons for free board and lodging at the hotel its a wedding present
wavs/7850-281318-0008.wav,195598,then all the other birds chirped eagerly yes yes let us ask her to teach us
wavs/1272-128104-0001.wav,154158,nor is mister colter's manner less interesting than his matter
wavs/1919-142785-0023.wav,231758,a store of pickled eggs will be found very useful and ornamental in serving with many first and second course dishes
wavs/84-121123-0013.wav,76878,as well yes
wavs/251-118436-0001.wav,119278,i tell you it is not poison she cried
wavs/3000-15664-0044.wav,445998,the big meadows lie near the foot of lassens butte a beautiful spacious basin set in the heart of the richly forested mountains scarcely surpassed in the grandeur of its surroundings by tahoe
wavs/2803-154328-0020.wav,445518,but softly as a name was breathed mary grant already awakened by the sounds in the hut slipped over toward glenarvan and seizing the hand all stained with earth she covered it with kisses
wavs/1919-142785-0043.wav,226798,now beat and strain the eggs work these up with the other ingredients and the forcemeat will be ready for use
wavs/6313-66129-0006.wav,94798,now fall to young gentlemen directed the professor
wavs/3536-8226-0003.wav,254158,in making this he had expected no success though from the energetic nature of his disposition he had made the attempt with some zeal
wavs/2035-147961-0040.wav,158158,this cabin was his hermitage until the winter snows penned him in his cave
wavs/84-121550-0030.wav,285678,but by the largess of celestial graces which have such lofty vapours for their rain that near to them our sight approaches not
wavs/6319-57405-0004.wav,182798,no one but docaliin the son of prometheus was ready for such a storm
wavs/174-84280-0004.wav,657038,and already this astounding blow begins to take its place among other events as a thing strange and terrible indeed but related to all the strangeness and mystery of life part of the universal mysteries of despair and futility and death that have troubled my consciousness since childhood
wavs/8297-275156-0005.wav,485838,in the meantime after what missus presty had confessed the cruel falsehood which had checked poor kittys natural inquiries raised an insuperable obstacle to a meeting between father and child
wavs/2277-149896-0018.wav,145518,his first impulse was to write but four words in reply go to the devil
wavs/1673-143396-0002.wav,251278,yet the most charitable criticism must refuse these sectaries any knowledge of the pure and proper divinity of christ
wavs/7850-281318-0003.wav,102638,oh what shall we do for a home
wavs/3752-4944-0023.wav,80078,dead said doctor macklewain
wavs/2078-142845-0036.wav,119118,plain buns seventeen twenty nine
wavs/1462-170142-0038.wav,155598,hilda sat on the arm of it and put her hands lightly on his shoulders
wavs/251-137823-0002.wav,100238,this is in part of your testing routine is it
wavs/3000-15664-0023.wav,165040,not bremer is the most noted stronghold of the sheep in the whole shasta region
wavs/3536-23268-0024.wav,203278,door forth then laid the book out of his hand and by the time the servant had left the room thus began
wavs/6345-93302-0009.wav,196078,but here the only thing that occurred to her was to stop and look in one of the shops till he should ask her what she was looking at
wavs/652-130726-0009.wav,122798,the cuisine is of the best and the chefs rank at the top of their art
wavs/1993-147965-0005.wav,277198,at about four oclock a visitor appeared mister shimerda wearing his rabbit skin cap and collar and new means his wife had knitted
wavs/3536-8226-0017.wav,104238,then bozzle came forward and introduced his wife
wavs/1993-147149-0027.wav,540878,there was something of keen practical shrewdness about her which contrasted very bewitchingly with the simple foolish unworldly ideas she had picked up from the romances which miss simmonds young ladies were in the habit of recommending to each other yes
wavs/174-168635-0017.wav,146318,the best of us are not i sat from egotistical thoughts
